GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000078403	10	21823094	22032559	75	51	54850040	7.8659	1.8319e-15	MLLT10
ENSG00000136770	10	22045466	22292698	124	73	54850040	7.3357	1.1025e-13	DNAJC1
ENSG00000223601	10	22497743	22498950	2	1	54850040	2.4501	0.0071415	EBLN1
ENSG00000148444	10	22604903	22609235	2	1	54850040	2.3838	0.0085682	COMMD3
ENSG00000269897	10	22605317	22618471	4	2	54850040	2.7008	0.0034584	COMMD3-BMI1
ENSG00000168283	10	22610140	22620413	2	1	54850040	1.6891	0.045598	BMI1
ENSG00000077327	10	22634399	22743153	45	19	54850040	4.0177	2.9383e-05	SPAG6
ENSG00000150867	10	22823778	23003484	151	32	54850040	3.8724	5.3878e-05	PIP4K2A
ENSG00000165309	10	23216953	23326518	37	22	54850040	4.8429	6.398e-07	ARMC3
ENSG00000148450	10	23384435	23410942	8	6	54850040	3.9117	4.5818e-05	MSRB2
ENSG00000204566	10	23492745	23528745	19	5	54850040	2.7133	0.0033311	C10orf115
ENSG00000179133	10	23556124	23633774	54	12	54850040	2.926	0.0017165	C10orf67
ENSG00000165312	10	23728198	23731308	3	2	54850040	3.0057	0.001325	OTUD1
ENSG00000120549	10	23983675	24836772	494	135	54850040	7.083	7.0521e-13	KIAA1217
ENSG00000107863	10	24872538	25012597	100	17	54850040	2.7275	0.0031908	ARHGAP21
ENSG00000099256	10	25137536	25241533	62	28	54850040	4.5654	2.4927e-06	PRTFDC1
ENSG00000151023	10	25270908	25305089	27	11	54850040	3.4509	0.00027939	ENKUR
ENSG00000185875	10	25305587	25315593	10	6	54850040	3.9126	4.5663e-05	THNSL1
ENSG00000151025	10	25463991	25891155	162	95	54850040	7.7642	4.1078e-15	GPR158
ENSG00000095777	10	26223196	26501456	291	15	54850040	3.2025	0.00068122	MYO3A
ENSG00000136750	10	26505236	26593487	41	16	54850040	3.4765	0.00025404	GAD2
ENSG00000077420	10	26727132	26856732	102	40	54850040	4.8942	4.9366e-07	APBB1IP
ENSG00000148459	10	26986588	27035727	26	15	54850040	4.2433	1.1015e-05	PDSS1
ENSG00000136754	10	27035522	27150016	111	14	54850040	2.7064	0.0034007	ABI1
ENSG00000107890	10	27280843	27389421	49	26	54850040	5.1678	1.1844e-07	ANKRD26
ENSG00000136758	10	27399383	27444195	23	7	54850040	2.7242	0.0032232	YME1L1
ENSG00000120539	10	27443753	27475853	20	7	54850040	3.0943	0.00098625	MASTL
ENSG00000107897	10	27484146	27531059	16	7	54850040	3.1648	0.00077597	ACBD5
ENSG00000182077	10	27687116	27703297	6	4	54850040	3.314	0.00045986	PTCHD3
ENSG00000099246	10	27793197	27831143	9	6	54850040	4.5451	2.7449e-06	RAB18
ENSG00000150051	10	27961804	28034989	83	9	54850040	2.6155	0.0044543	MKX
ENSG00000169126	10	28064115	28287977	248	19	54850040	2.6688	0.0038065	ARMC4
ENSG00000150054	10	28339922	28623415	308	20	54850040	2.6523	0.0039973	MPP7
ENSG00000095787	10	28821422	28912041	28	22	54850040	6.4179	6.9063e-11	WAC
ENSG00000095739	10	28966271	28971868	2	1	54850040	2.2317	0.012818	BAMBI
ENSG00000204365	10	29135337	29170827	6	4	54850040	4.0297	2.7928e-05	C10orf126
ENSG00000120563	10	29577990	29607257	18	8	54850040	3.1403	0.00084377	LYZL1
ENSG00000197321	10	29746267	30025710	317	31	54850040	3.9721	3.5624e-05	SVIL
ENSG00000165757	10	30301729	30404423	85	26	54850040	4.3331	7.3527e-06	KIAA1462
ENSG00000107951	10	30598730	30663377	29	16	54850040	4.301	8.5016e-06	MTPAP
ENSG00000107968	10	30722866	30750762	6	4	54850040	3.4501	0.00028015	MAP3K8
ENSG00000151033	10	30900718	30918691	35	6	54850040	2.4208	0.0077434	LYZL2
ENSG00000183621	10	31109136	31320866	83	50	54850040	6.0106	9.2409e-10	ZNF438
ENSG00000148516	10	31607424	31818742	76	43	54850040	7.2008	2.9926e-13	ZEB1
ENSG00000165322	10	32094365	32217742	50	13	54850040	3.035	0.0012025	ARHGAP12
ENSG00000170759	10	32297938	32345359	22	7	54850040	2.7596	0.0028938	KIF5B
ENSG00000120616	10	32556679	32667726	49	26	54850040	5.4184	3.0072e-08	EPC1
ENSG00000216937	10	32735068	32863492	64	34	54850040	6.1001	5.2998e-10	CCDC7
ENSG00000150076	10	32832297	33171802	183	69	54850040	6.6571	1.3968e-11	C10ORF68
ENSG00000150093	10	33189247	33294720	52	22	54850040	4.0773	2.2785e-05	ITGB1
ENSG00000099250	10	33466420	33625190	85	41	54850040	5.3627	4.1e-08	NRP1
ENSG00000148498	10	34398488	35104253	310	115	54850040	7.7859	3.4619e-15	PARD3
ENSG00000108094	10	35297479	35379570	33	24	54850040	5.554	1.3963e-08	CUL2
ENSG00000095794	10	35415719	35501886	30	20	54850040	5.8068	3.184e-09	CREM
ENSG00000108100	10	35535953	35860852	86	56	54850040	8.027	4.996e-16	CCNY
ENSG00000177291	10	35894338	35897863	2	1	54850040	1.9694	0.024455	GJD4
ENSG00000177283	10	35927177	35930362	1	1	54850040	1.6484	0.049638	FZD8
ENSG00000229644	10	36810649	36813162	3	2	54850040	2.3144	0.010322	NAMPTL
ENSG00000148513	10	37414785	37673039	120	30	54850040	3.5998	0.0001592	ANKRD30A
ENSG00000198105	10	38091751	38147034	19	13	54850040	5.4021	3.294e-08	ZNF248
ENSG00000175395	10	38238500	38265561	19	14	54850040	5.4594	2.3881e-08	ZNF25
ENSG00000189180	10	38299578	38354016	29	20	54850040	5.9913	1.0407e-09	ZNF33A
ENSG00000075407	10	38383264	38414472	13	9	54850040	4.5837	2.2846e-06	ZNF37A
ENSG00000225119	10	38717074	38736820	5	3	54850040	3.7164	0.00010103	LINC00999
ENSG00000196693	10	43084555	43133992	30	6	54850040	2.5811	0.0049244	ZNF33B
ENSG00000165733	10	43278249	43330385	90	7	54850040	2.9245	0.001725	BMS1
ENSG00000165731	10	43572475	43625799	22	15	54850040	4.653	1.6359e-06	RET
ENSG00000169826	10	43633934	43680756	16	12	54850040	5.4899	2.0107e-08	CSGALNACT2
ENSG00000198915	10	43689983	43762367	46	17	54850040	3.3855	0.0003552	RASGEF1A
ENSG00000150201	10	43867090	43871783	4	2	54850040	2.9251	0.0017216	FXYD4
ENSG00000169813	10	43881065	43904614	18	4	54850040	2.1387	0.016231	HNRNPF
ENSG00000243660	10	43932282	43991517	81	4	54850040	1.802	0.035774	ZNF487
ENSG00000196793	10	44051792	44070066	2	1	54850040	1.7089	0.043736	ZNF239
ENSG00000198298	10	44101855	44113351	1	1	54850040	1.8899	0.029388	ZNF485
ENSG00000169740	10	44139307	44144304	1	1	54850040	1.5403	0.061749	ZNF32
ENSG00000107562	10	44793038	44881941	52	22	54850040	3.7864	7.6413e-05	CXCL12
ENSG00000269515	10	44873687	44878739	2	1	54850040	1.7609	0.039124	AL137026.1
ENSG00000187783	10	45406648	45432450	29	5	54850040	2.8301	0.0023265	TMEM72
ENSG00000107551	10	45454855	45491339	37	7	54850040	2.5784	0.0049628	RASSF4
ENSG00000165507	10	45466429	45474258	9	3	54850040	2.5914	0.0047788	C10orf10
ENSG00000165511	10	45493146	45496336	3	2	54850040	3.4599	0.00027016	C10orf25
ENSG00000165512	10	45495923	45500774	14	4	54850040	3.086	0.0010143	ZNF22
ENSG00000256574	10	45798102	45811056	9	6	54850040	4.3445	6.9796e-06	OR13A1
ENSG00000012779	10	45869661	45941561	81	22	54850040	3.8277	6.4668e-05	ALOX5
ENSG00000165406	10	45950035	46090354	156	28	54850040	3.6116	0.00015214	MARCH8
ENSG00000172671	10	46111043	46168228	174	8	54850040	2.1314	0.016529	ZFAND4
ENSG00000172661	10	46222648	46288409	98	11	54850040	2.6283	0.0042901	FAM21C
ENSG00000188234	10	46321042	46349323	7	3	54850040	2.8495	0.0021897	AGAP4
ENSG00000204179	10	46549955	46641045	2	1	54850040	1.7773	0.03776	PTPN20A
ENSG00000204176	10	46955444	46971400	19	14	54850040	5.5254	1.6439e-08	SYT15
ENSG00000204175	10	46994087	47005643	21	11	54850040	4.5575	2.5887e-06	GPRIN2
ENSG00000204174	10	47083534	47088320	3	1	54850040	1.7112	0.043522	NPY4R
ENSG00000150165	10	47157983	47174093	3	2	54850040	2.5445	0.0054715	ANXA8L1
ENSG00000198250	10	47657581	47701443	26	13	54850040	4.4653	3.9982e-06	ANTXRL
ENSG00000186807	10	47746936	47763041	1	1	54850040	1.3298	0.091799	ANXA8L2
ENSG00000215033	10	47746962	47770871	2	1	54850040	1.8588	0.031528	AL603965.1
ENSG00000152726	10	47894023	47949412	5	3	54850040	2.6053	0.0045903	FAM21B
ENSG00000072444	10	48001603	48055018	5	3	54850040	2.6603	0.0039032	ASAH2C
ENSG00000198035	10	48189612	48237508	1	1	54850040	1.5604	0.059335	AGAP9
ENSG00000165388	10	48355024	48373866	5	3	54850040	3.8966	4.8774e-05	ZNF488
ENSG00000107618	10	48381487	48390991	7	4	54850040	2.7545	0.002939	RBP3
ENSG00000128802	10	48413092	48416853	1	1	54850040	1.4969	0.067211	GDF2
ENSG00000107623	10	48425815	48438976	5	3	54850040	3.6404	0.00013609	GDF10
ENSG00000183675	10	48736874	48827966	6	4	54850040	2.8733	0.0020308	PTPN20B
ENSG00000188279	10	49199649	49207818	5	3	54850040	3.2574	0.00056214	FAM25C
ENSG00000170324	10	49364601	49482941	68	28	54850040	4.1876	1.4095e-05	FRMPD2
ENSG00000107643	10	49514698	49647403	63	32	54850040	5.3671	4e-08	MAPK8
ENSG00000128805	10	49654077	49864310	90	51	54850040	6.8704	3.2004e-12	ARHGAP22
ENSG00000128815	10	49892921	50191001	150	76	54850040	5.5301	1.6e-08	WDFY4
ENSG00000165383	10	50117528	50143242	19	7	54850040	2.4533	0.0070773	LRRC18
ENSG00000165633	10	50222290	50323554	177	8	54850040	3.2938	0.00049414	VSTM4
ENSG00000172538	10	50339199	50342053	6	1	54850040	2.3136	0.010344	FAM170B
ENSG00000204161	10	50362773	50396630	58	14	54850040	3.2528	0.00057128	C10orf128
ENSG00000177354	10	50507187	50535537	37	6	54850040	2.4302	0.007546	C10orf71
ENSG00000165606	10	50572237	50603497	16	5	54850040	2.8163	0.0024293	DRGX
ENSG00000225830	10	50663414	50747584	53	12	54850040	2.9343	0.0016717	ERCC6
ENSG00000243251	10	50723151	50747086	16	5	54850040	2.6436	0.0041009	PGBD3
ENSG00000258838	10	50723247	50747584	16	5	54850040	2.6436	0.0041009	ERCC6-PGBD3
ENSG00000070748	10	50817141	50901925	41	22	54850040	4.6785	1.4451e-06	CHAT
ENSG00000187714	10	50818347	50820765	1	1	54850040	1.6179	0.05284	SLC18A3
ENSG00000178645	10	50887697	50918307	17	11	54850040	4.8829	5.227e-07	C10orf53
ENSG00000197444	10	50942689	50970425	17	10	54850040	3.8657	5.539e-05	OGDHL
ENSG00000227345	10	51026325	51130715	44	16	54850040	3.3472	0.00040812	PARG
ENSG00000174194	10	51224681	51371321	7	3	54850040	2.1914	0.014213	AGAP8
ENSG00000204152	10	51371390	51387768	4	2	54850040	3.0901	0.0010003	TIMM23B
ENSG00000204169	10	51464162	51486327	41	8	54850040	7.65	1.0048e-14	AGAP7
ENSG00000138294	10	51549498	51562517	19	12	54850040	6.4016	7.6868e-11	MSMB
ENSG00000138293	10	51565108	51590734	35	13	54850040	4.0245	2.8543e-05	NCOA4
ENSG00000138297	10	51592080	51623365	14	7	54850040	4.3679	6.273e-06	TIMM23
ENSG00000204149	10	51748078	51770259	13	10	54850040	4.1685	1.5327e-05	AGAP6
ENSG00000099290	10	51827648	51893269	9	6	54850040	4.55	2.6826e-06	FAM21A
ENSG00000188611	10	51942538	52008370	17	3	54850040	2.0585	0.019773	ASAH2
ENSG00000198964	10	52065360	52384923	150	67	54850040	6.4082	7.3605e-11	SGMS1
ENSG00000204147	10	52499078	52576255	18	12	54850040	5.298	5.8544e-08	ASAH2B
ENSG00000148584	10	52559169	52645435	26	16	54850040	5.2926	6.028e-08	A1CF
ENSG00000185532	10	52750945	54058110	871	189	54850040	8.0296	4.8915e-16	PRKG1
ENSG00000107984	10	54074056	54077802	3	2	54850040	2.7587	0.0029015	DKK1
ENSG00000165471	10	54525140	54531460	3	2	54850040	2.9792	0.001445	MBL2
ENSG00000150275	10	55562531	57387702	1068	183	54850040	8.5417	6.6132e-18	PCDH15
ENSG00000122952	10	58116989	58121036	1	1	54850040	2.0011	0.022691	ZWINT
ENSG00000151151	10	59951278	60027694	27	20	54850040	6.28	1.6927e-10	IPMK
ENSG00000122873	10	60028818	60049346	7	5	54850040	3.0491	0.0011478	CISD1
ENSG00000072401	10	60094735	60130513	13	10	54850040	5.2149	9.1962e-08	UBE2D1
ENSG00000108064	10	60144782	60158981	3	2	54850040	2.1631	0.015265	TFAM
ENSG00000122870	10	60272900	60591195	454	22	54850040	2.9805	0.0014389	BICC1
ENSG00000165443	10	60936350	61007534	31	13	54850040	3.4799	0.00025084	PHYHIPL
ENSG00000148541	10	61005890	61122939	46	21	54850040	3.8937	4.9364e-05	FAM13C
ENSG00000165449	10	61410523	61495760	61	19	54850040	3.7054	0.00010554	SLC16A9
ENSG00000108091	10	61548521	61666414	149	28	54850040	3.582	0.00017051	CCDC6
ENSG00000235931	10	61715188	61720671	9	2	54850040	1.755	0.039629	C10orf40
ENSG00000151150	10	61786056	62493248	546	66	54850040	5.0334	2.4097e-07	ANK3
ENSG00000170312	10	62538089	62554610	9	5	54850040	3.0978	0.00097497	CDK1
ENSG00000072422	10	62629196	62761198	70	24	54850040	3.867	5.5083e-05	RHOBTB1
ENSG00000196932	10	63166401	63213208	19	14	54850040	4.6382	1.7569e-06	TMEM26
ENSG00000183346	10	63422719	63526524	40	28	54850040	6.2094	2.6586e-10	C10orf107
ENSG00000150347	10	63661059	63856703	108	37	54850040	4.0925	2.134e-05	ARID5B
ENSG00000182010	10	63942794	64028466	35	24	54850040	5.7961	3.3945e-09	RTKN2
ENSG00000138311	10	64133951	64431771	190	63	54850040	5.0552	2.15e-07	ZNF365
ENSG00000181915	10	64564516	64568238	1	1	54850040	2.0186	0.021763	ADO
ENSG00000122877	10	64571756	64679660	45	28	54850040	5.8419	2.5802e-09	EGR2
ENSG00000148572	10	64893050	64914783	11	8	54850040	4.1481	1.6761e-05	NRBF2
ENSG00000171988	10	64926981	65225722	122	65	54850040	6.5809	2.3375e-11	JMJD1C
ENSG00000165476	10	65281123	65384883	41	28	54850040	5.3821	3.681e-08	REEP3
ENSG00000183230	10	67672276	69455927	1105	181	54850040	8.2564	7.5044e-17	CTNNA3
ENSG00000198739	10	68685764	68859588	63	43	54850040	6.8683	3.2497e-12	LRRTM3
ENSG00000108176	10	69556427	69597924	9	6	54850040	4.3722	6.1492e-06	DNAJC12
ENSG00000096717	10	69644427	69678147	13	8	54850040	4.2276	1.1807e-05	SIRT1
ENSG00000148634	10	69681665	69835105	53	35	54850040	6.7077	9.8875e-12	HERC4
ENSG00000138347	10	69865912	69971774	27	18	54850040	5.3791	3.7421e-08	MYPN
ENSG00000179774	10	69990386	69991871	1	1	54850040	1.3489	0.088689	ATOH7
ENSG00000108187	10	70042417	70092806	14	9	54850040	4.0286	2.8052e-05	PBLD
ENSG00000096746	10	70090931	70102948	4	2	54850040	3.9771	3.4878e-05	HNRNPH3
ENSG00000204130	10	70100864	70167051	25	16	54850040	4.5407	2.803e-06	RUFY2
ENSG00000138346	10	70173821	70231879	25	19	54850040	5.8712	2.1631e-09	DNA2
ENSG00000122912	10	70237756	70287231	25	16	54850040	5.7487	4.4975e-09	SLC25A16
ENSG00000138336	10	70320413	70454239	47	32	54850040	6.605	1.9875e-11	TET1
ENSG00000060339	10	70480769	70552134	40	17	54850040	3.5521	0.00019111	CCAR1
ENSG00000165730	10	70587298	70655188	64	11	54850040	2.6801	0.0036795	STOX1
ENSG00000107625	10	70661034	70706603	40	8	54850040	2.8765	0.0020104	DDX50
ENSG00000165732	10	70715884	70744829	13	5	54850040	3.3662	0.00038109	DDX21
ENSG00000198954	10	70748487	70776738	12	6	54850040	3.3295	0.000435	KIAA1279
ENSG00000122862	10	70847862	70864567	10	7	54850040	4.7973	8.0392e-07	SRGN
ENSG00000122958	10	70883268	70932617	22	12	54850040	3.8587	5.699e-05	VPS26A
ENSG00000156502	10	70939988	70968855	14	9	54850040	4.1966	1.3545e-05	SUPV3L1
ENSG00000156510	10	70980059	71027315	33	19	54850040	4.4833	3.6757e-06	HKDC1
ENSG00000156515	10	71029740	71161638	68	47	54850040	8.0988	2.7756e-16	HK1
ENSG00000075073	10	71163659	71176623	20	2	54850040	1.7229	0.042457	TACR2
ENSG00000099282	10	71211229	71267425	73	17	54850040	3.3277	0.0004378	TSPAN15
ENSG00000122859	10	71331454	71332994	1	1	54850040	1.3741	0.084703	NEUROG3
ENSG00000235645	10	71444655	71452208	4	2	54850040	3.0815	0.0010298	RP11-242G20.1
ENSG00000197467	10	71561644	71724031	130	52	54850040	5.3458	4.5e-08	COL13A1
ENSG00000099284	10	71812552	71872036	22	10	54850040	3.7115	0.00010303	H2AFY2
ENSG00000042286	10	71857979	71892690	12	8	54850040	4.6472	1.6826e-06	AIFM2
ENSG00000156521	10	71897737	71906432	5	3	54850040	2.6247	0.0043366	TYSND1
ENSG00000079332	10	71907045	71930279	6	3	54850040	3.0977	0.00097507	SAR1A
ENSG00000180817	10	71962586	71993667	11	8	54850040	4.6769	1.4563e-06	PPA1
ENSG00000148734	10	72007085	72043432	17	11	54850040	4.2713	9.716e-06	NPFFR1
ENSG00000172731	10	72058729	72142382	42	25	54850040	5.1648	1.2038e-07	LRRC20
ENSG00000148730	10	72164135	72188374	12	7	54850040	3.6426	0.00013493	EIF4EBP2
ENSG00000156574	10	72192071	72207707	7	5	54850040	4.0714	2.3367e-05	NODAL
ENSG00000107719	10	72238577	72328205	46	32	54850040	5.5513	1.418e-08	PALD1
ENSG00000180644	10	72357104	72362531	1	1	54850040	1.7373	0.04117	PRF1
ENSG00000138316	10	72432559	72522197	41	20	54850040	4.5155	3.1579e-06	ADAMTS14
ENSG00000166220	10	72530995	72545157	12	5	54850040	3.0065	0.0013216	TBATA
ENSG00000166224	10	72575717	72640930	28	11	54850040	3.2246	0.00063077	SGPL1
ENSG00000166228	10	72642037	72648541	4	2	54850040	2.1378	0.016266	PCBD1
ENSG00000107731	10	72972327	73062621	56	35	54850040	6.5609	2.6742e-11	UNC5B
ENSG00000198246	10	73079015	73123142	39	15	54850040	3.6984	0.0001085	SLC29A3
ENSG00000107736	10	73156691	73575702	235	130	54850040	8.2095	1.1102e-16	CDH23
ENSG00000214688	10	73471458	73497581	8	6	54850040	3.476	0.00025444	C10orf105
ENSG00000107738	10	73507316	73533255	10	7	54850040	4.0724	2.3267e-05	C10orf54
ENSG00000197746	10	73576055	73611126	19	15	54850040	5.3909	3.5051e-08	PSAP
ENSG00000122863	10	73724123	73773322	23	16	54850040	5.7708	3.9449e-09	CHST3
ENSG00000107742	10	73818793	73848790	18	12	54850040	4.8653	5.7134e-07	SPOCK2
ENSG00000138303	10	73856278	73976892	44	33	54850040	7.8659	1.8319e-15	ASCC1
ENSG00000166295	10	73975787	73995618	6	4	54850040	3.7587	8.5409e-05	ANAPC16
ENSG00000168209	10	74033678	74035794	1	1	54850040	1.3861	0.082857	DDIT4
ENSG00000148719	10	74092588	74114988	23	5	54850040	2.6389	0.0041593	DNAJB12
ENSG00000107745	10	74127098	74385899	233	11	54850040	2.3448	0.009518	MICU1
ENSG00000156026	10	74451889	74647452	83	35	54850040	4.2932	8.807e-06	MCU
ENSG00000138315	10	74653339	74692791	11	8	54850040	4.4097	5.1754e-06	OIT3
ENSG00000138308	10	74694928	74714536	7	5	54850040	3.6282	0.00014269	PLA2G12B
ENSG00000122884	10	74766975	74856732	36	24	54850040	5.7224	5.2509e-09	P4HA1
ENSG00000166321	10	74870217	74891586	8	5	54850040	4.7692	9.2478e-07	NUDT13
ENSG00000122882	10	74889913	74928813	14	10	54850040	5.0999	1.699e-07	ECD
ENSG00000138286	10	74927924	75004262	25	18	54850040	6.3357	1.1814e-10	FAM149B1
ENSG00000213551	10	74943120	75008620	28	20	54850040	6.6712	1.2684e-11	DNAJC9
ENSG00000182180	10	75006510	75012451	2	1	54850040	2.5292	0.0057154	MRPS16
ENSG00000156042	10	75013517	75118617	42	28	54850040	6.0562	6.9667e-10	TTC18
ENSG00000138279	10	75134859	75173834	16	12	54850040	4.9274	4.1668e-07	ANXA7
ENSG00000166343	10	75183339	75193319	1	1	54850040	2.1968	0.014019	MSS51
ENSG00000107758	10	75196186	75255782	16	10	54850040	4.7432	1.0518e-06	PPP3CB
ENSG00000166348	10	75257296	75385711	50	31	54850040	6.5574	2.7377e-11	USP54
ENSG00000177791	10	75391412	75401515	4	2	54850040	2.7111	0.003353	MYOZ1
ENSG00000166317	10	75404639	75423561	7	4	54850040	3.3152	0.00045789	SYNPO2L
ENSG00000172650	10	75434033	75457639	15	5	54850040	2.6723	0.0037669	AGAP5
ENSG00000176986	10	75504120	75531919	7	5	54850040	4.0649	2.4022e-05	SEC24C
ENSG00000196968	10	75532049	75540009	4	2	54850040	3.899	4.8298e-05	FUT11
ENSG00000172586	10	75541805	75543410	1	1	54850040	1.3583	0.087185	CHCHD1
ENSG00000214655	10	75545340	75561551	4	2	54850040	3.6048	0.00015617	ZSWIM8
ENSG00000272916	10	75556272	75571409	5	3	54850040	4.1164	1.9241e-05	RP11-574K11.31
ENSG00000166507	10	75561669	75571589	5	3	54850040	4.1164	1.9241e-05	NDST2
ENSG00000148660	10	75572259	75634343	19	13	54850040	4.7731	9.0715e-07	CAMK2G
ENSG00000122861	10	75668935	75677255	7	3	54850040	3.4005	0.00033633	PLAU
ENSG00000222047	10	75669727	75682535	8	4	54850040	3.5007	0.00023202	C10orf55
ENSG00000035403	10	75757872	75879918	62	22	54850040	3.6277	0.00014296	VCL
ENSG00000185009	10	75881524	75910821	36	6	54850040	2.304	0.01061	AP3M1
ENSG00000156110	10	75910960	76469061	332	36	54850040	3.3939	0.00034458	ADK
ENSG00000156650	10	76585340	76792380	63	36	54850040	6.0687	6.4492e-10	KAT6B
ENSG00000188716	10	76797594	76818272	5	3	54850040	2.6698	0.0037951	DUPD1
ENSG00000079393	10	76854192	76868979	6	4	54850040	3.4238	0.00030878	DUSP13
ENSG00000156671	10	76859344	76941881	35	26	54850040	6.2226	2.4442e-10	SAMD8
ENSG00000165637	10	76969912	76991206	9	6	54850040	4.56	2.5576e-06	VDAC2
ENSG00000165644	10	76993727	76995788	1	1	54850040	1.2915	0.09827	COMTD1
ENSG00000148655	10	77360998	78319925	545	137	54850040	6.5404	3.068e-11	C10orf11
ENSG00000156113	10	78629359	79398353	322	94	54850040	5.411	3.1342e-08	KCNMA1
ENSG00000151208	10	79550549	79686378	56	38	54850040	7.0078	1.2101e-12	DLG5
ENSG00000148606	10	79734907	79789303	35	12	54850040	3.7173	0.00010067	POLR3A
ENSG00000138326	10	79793518	79816570	14	11	54850040	6.1489	3.9005e-10	RPS24
ENSG00000108175	10	80828792	81076276	167	63	54850040	5.4822	2.1e-08	ZMIZ1
ENSG00000108179	10	81107225	81115093	2	1	54850040	1.9338	0.026568	PPIF
ENSG00000165424	10	81142081	81205383	40	20	54850040	4.2657	9.9643e-06	ZCCHC24
ENSG00000235705	10	81266126	81270678	1	1	54850040	1.9847	0.023591	AL133481.1
ENSG00000253626	10	81272357	81276188	1	1	54850040	1.2869	0.099063	EIF5AL1
ENSG00000185303	10	81315608	81320153	2	1	54850040	1.665	0.04796	SFTPA2
ENSG00000122852	10	81370695	81375196	3	2	54850040	3.5632	0.00018319	SFTPA1
ENSG00000228570	10	81601114	81610632	1	1	54850040	1.3552	0.087682	NUTM2E
ENSG00000133661	10	81697496	81742370	12	9	54850040	4.0968	2.0944e-05	SFTPD
ENSG00000133678	10	81838402	81852313	4	2	54850040	3.2794	0.00052012	TMEM254
ENSG00000189129	10	81891438	81905115	6	4	54850040	4.0512	2.5482e-05	PLAC9
ENSG00000122359	10	81910645	81965328	25	18	54850040	5.5848	1.1697e-08	ANXA11
ENSG00000204038	10	82009466	82013395	1	1	54850040	1.9144	0.027785	AL359195.1
ENSG00000151224	10	82031576	82049440	3	2	54850040	2.2399	0.012549	MAT1A
ENSG00000170788	10	82095861	82116511	6	4	54850040	2.8786	0.0019975	DYDC1
ENSG00000133665	10	82104501	82127829	10	7	54850040	4.1602	1.5901e-05	DYDC2
ENSG00000122378	10	82167585	82192753	7	5	54850040	3.7329	9.4631e-05	FAM213A
ENSG00000108219	10	82213922	82292879	44	11	54850040	2.7033	0.0034322	TSPAN14
ENSG00000178217	10	82297658	82406316	46	30	54850040	5.512	1.7743e-08	SH2D4B
ENSG00000185737	10	83635070	84746935	425	198	54850040	9.4116	2.4432e-21	NRG3
ENSG00000165678	10	85899196	85913001	6	4	54850040	2.9959	0.0013683	GHITM
ENSG00000188373	10	85933494	85945050	4	2	54850040	2.0653	0.019445	C10orf99
ENSG00000148600	10	85954410	85979377	10	7	54850040	4.2601	1.0215e-05	CDHR1
ENSG00000204033	10	85980254	85985345	2	1	54850040	2.5308	0.0056898	LRIT2
ENSG00000148602	10	85991349	86001217	2	1	54850040	1.6101	0.05369	LRIT1
ENSG00000148604	10	86004809	86019716	1	1	54850040	1.3851	0.083004	RGR
ENSG00000107771	10	86088342	86278273	268	9	54850040	2.3002	0.01072	CCSER2
ENSG00000182771	10	87359312	88126250	408	127	54850040	7.7855	3.4709e-15	GRID1
ENSG00000062650	10	88195013	88281572	56	14	54850040	3.2069	0.00067092	WAPAL
ENSG00000122375	10	88414314	88426605	19	5	54850040	2.9491	0.0015933	OPN4
ENSG00000122367	10	88428206	88495825	91	19	54850040	3.653	0.00012962	LDB3
ENSG00000107779	10	88516407	88692595	89	23	54850040	3.3551	0.0003967	BMPR1A
ENSG00000173269	10	88695297	88729238	12	8	54850040	4.1375	1.7556e-05	MMRN2
ENSG00000173267	10	88718375	88723017	5	3	54850040	3.2308	0.00061728	SNCG
ENSG00000148671	10	88727949	88743691	15	2	54850040	1.6897	0.045542	ADIRF
ENSG00000188100	10	88780063	88784487	3	2	54850040	2.7168	0.0032961	FAM25A
ENSG00000148672	10	88810243	88854623	16	11	54850040	4.1371	1.7583e-05	GLUD1
ENSG00000122376	10	88853918	88951225	43	8	54850040	3.0586	0.001112	FAM35A
ENSG00000184923	10	88985205	88996665	6	3	54850040	2.691	0.0035623	NUTM2A
ENSG00000214562	10	89117425	89130452	2	1	54850040	1.6495	0.049519	NUTM2D
ENSG00000107789	10	89264632	89313217	27	12	54850040	3.3009	0.00048188	MINPP1
ENSG00000198682	10	89419370	89507462	39	21	54850040	4.3456	6.9444e-06	PAPSS2
ENSG00000138138	10	89511269	89601100	36	25	54850040	5.3191	5.2144e-08	ATAD1
ENSG00000227268	10	89618918	89623194	2	1	54850040	3.285	0.00050988	KLLN
ENSG00000171862	10	89622870	89731687	49	27	54850040	5.7082	5.7087e-09	PTEN
ENSG00000184719	10	90033621	90344287	146	43	54850040	4.1045	2.026e-05	RNLS
ENSG00000204022	10	90346510	90366733	12	7	54850040	3.7967	7.3328e-05	LIPJ
ENSG00000182333	10	90424198	90438571	10	7	54850040	4.2045	1.3083e-05	LIPF
ENSG00000204021	10	90484301	90512543	15	10	54850040	4.4447	4.4005e-06	LIPK
ENSG00000204020	10	90521163	90537999	10	4	54850040	2.5476	0.0054234	LIPN
ENSG00000173239	10	90562487	90580303	11	7	54850040	4.4582	4.1316e-06	LIPM
ENSG00000152766	10	90581889	90611575	28	9	54850040	2.8501	0.0021856	ANKRD22
ENSG00000138134	10	90639491	90734910	55	14	54850040	2.9828	0.0014279	STAMBPL1
